,max_current,min_current,flatness_pct,worst_pct,acc_nom_pct,avg_err_pct,name,type,time,OK
0,-20.622999999999998,-19.595000000000002,1.393642,3.141314,2.757561,0.9938093,SchGtKssThVl,Sch,Wed Jun 17 22:14:01 2026,True
1,-20.8083,-19.5406,1.777019,4.07874,3.535934,1.205688,SchGtKssTlVl,Sch,Wed Jun 17 22:14:01 2026,True
